Period (s),PositionError (mm)
1.387520,0.000000
1.388032,-0.000005
1.388544,-0.000005
1.389056,0.000000
1.389568,0.000000
1.390080,0.000000
1.390592,0.000000
1.391104,0.000000
1.391616,-0.000005
1.392128,-0.000005
1.392640,-0.000010
1.393152,0.000000
1.393664,0.000010
1.394176,0.000015
1.394688,0.000010
1.395200,0.000000
1.395712,-0.000005
1.396224,0.000000
1.396736,0.000005
1.397248,0.000005
1.397760,0.000005
1.398272,0.000005
1.398784,0.000005
1.399296,0.000000
1.399808,0.000000
1.400320,0.000000
1.400832,0.000005
1.401344,0.000005
1.401856,0.000005
1.402368,0.000005
1.402880,0.000000
1.403392,0.000000
1.403904,0.000005
1.404416,0.000005
1.404928,0.000005
1.405440,0.000010
1.405952,0.000005
1.406464,0.000005
1.406976,0.000005
1.407488,0.000005
1.408000,0.000005
1.408512,0.000005
1.409024,0.000000
1.409536,0.000000
1.410048,0.000000
1.410560,0.000000
1.411072,0.000000
1.411584,-0.000005
1.412096,-0.000005
1.412608,-0.000005
1.413120,0.000005
1.413632,0.000005
1.414144,0.000010
1.414656,0.000000
1.415168,-0.000005
1.415680,-0.000005
1.416192,-0.000005
1.416704,0.000000
1.417216,0.000005
1.417728,0.000005
1.418240,-0.000005
1.418752,-0.000005
1.419264,-0.000005
1.419776,-0.000005
1.420288,0.000005
1.420800,0.000005
1.421312,0.000000
1.421824,-0.000010
1.422336,-0.000010
1.422848,-0.000010
1.423360,0.000000
1.423872,0.000005
1.424384,0.000005
1.424896,0.000000
1.425408,-0.000005
1.425920,-0.000005
1.426432,-0.000005
1.426944,0.000000
1.427456,0.000005
1.427968,0.000005
1.428480,-0.000005
1.428992,-0.000005
1.429504,-0.000005
1.430016,0.000000
1.430528,0.000000
1.431040,0.000000
1.431552,0.000000
1.432064,0.000000
1.432576,0.000000
1.433088,-0.000010
1.433600,-0.000010
1.434112,-0.000005
1.434624,0.000000
1.435136,0.000005
1.435648,0.000005
1.436160,0.000005
1.436672,0.000005
1.437184,-0.000005
1.437696,-0.000005
1.438208,0.000000
1.438720,0.000000
1.439232,0.000005
1.439744,0.000005
1.440256,0.000000
1.440768,-0.000005
1.441280,0.000000
1.441792,0.000005
1.442304,0.000005
1.442816,0.000005
1.443328,0.000005
1.443840,0.000000
1.444352,-0.000005
1.444864,-0.000005
1.445376,-0.000005
1.445888,0.000005
1.446400,0.000005
1.446912,0.000005
1.447424,0.000005
1.447936,0.000000
1.448448,-0.000005
1.448960,-0.000005
1.449472,0.000005
1.449984,0.000005
1.450496,0.000005
1.451008,0.000005
1.451520,0.000000
1.452032,0.000000
1.452544,0.000000
1.453056,0.000000
1.453568,0.000000
1.454080,0.000005
1.454592,0.000005
1.455104,0.000005
1.455616,0.000000
1.456128,0.000000
1.456640,-0.000005
1.457152,-0.000005
1.457664,0.000000
1.458176,0.000000
1.458688,0.000000
1.459200,0.000000
1.459712,0.000000
1.460224,0.000000
1.460736,-0.000005
1.461248,-0.000005
1.461760,-0.000005
1.462272,-0.000005
1.462784,0.000000
1.463296,0.000000
1.463808,0.000000
1.464320,0.000000
1.464832,-0.000010
1.465344,-0.000010
1.465856,-0.000005
1.466368,0.000000
1.466880,0.000000
1.467392,0.000000
1.467904,0.000000
1.468416,-0.000005
1.468928,-0.000010
1.469440,-0.000005
1.469952,0.000000
1.470464,0.000005
1.470976,0.000010
1.471488,0.000010
1.472000,0.000000
1.472512,-0.000010
1.473024,-0.000010
1.473536,-0.000005
1.474048,0.000005
1.474560,0.000010
1.475072,0.000010
1.475584,0.000010
1.476096,0.000000
1.476608,0.000000
1.477120,0.000000
1.477632,0.000000
1.478144,0.000000
1.478656,0.000010
1.479168,0.000010
1.479680,0.000005
1.480192,0.000000
1.480704,0.000000
1.481216,0.000000
1.481728,0.000005
1.482240,0.000010
1.482752,0.000010
1.483264,0.000010
1.483776,0.000005
1.484288,0.000005
1.484800,0.000005
1.485312,0.000005
1.485824,0.000005
1.486336,0.000005
1.486848,0.000005
1.487360,0.000005
1.487872,0.000005
1.488384,0.000005
1.488896,0.000000
1.489408,0.000000
1.489920,0.000000
1.490432,0.000000
1.490944,0.000000
1.491456,0.000000
1.491968,0.000000
1.492480,0.000000
1.492992,0.000000
1.493504,0.000000
1.494016,-0.000005
1.494528,-0.000005
1.495040,-0.000005
1.495552,0.000000
1.496064,0.000005
1.496576,0.000005
1.497088,0.000005
1.497600,0.000000
1.498112,-0.000005
1.498624,-0.000005
1.499136,-0.000005
1.499648,-0.000005
1.500160,-0.000005
1.500672,0.000000
1.501184,0.000000
1.501696,0.000000
1.502208,0.000000
1.502720,-0.000005
1.503232,-0.000005
1.503744,-0.000005
1.504256,0.000000
1.504768,0.000005
1.505280,0.000005
1.505792,0.000005
1.506304,-0.000005
1.506816,-0.000005
1.507328,-0.000005
1.507840,0.000000
1.508352,0.000005
1.508864,0.000010
1.509376,0.000010
1.509888,0.000000
1.510400,0.000000
1.510912,-0.000005
1.511424,-0.000005
1.511936,0.000010
1.512448,0.000015
1.512960,0.000015
1.513472,0.000010
1.513984,0.000000
1.514496,0.000000
1.515008,0.000000
1.515520,0.000005
1.516032,0.000010
1.516544,0.000010
1.517056,0.000005
1.517568,0.000005
1.518080,0.000005
1.518592,0.000005
1.519104,0.000005
1.519616,0.000005
1.520128,0.000005
1.520640,0.000010
1.521152,0.000005
1.521664,0.000000
1.522176,0.000000
1.522688,0.000000
1.523200,0.000000
1.523712,0.000005
1.524224,0.000010
1.524736,0.000005
1.525248,0.000005
1.525760,0.000000
1.526272,-0.000005
1.526784,-0.000005
1.527296,-0.000005
1.527808,0.000000
1.528320,0.000000
1.528832,0.000000
1.529344,0.000000
1.529856,-0.000005
1.530368,-0.000005
1.530880,-0.000005
1.531392,-0.000005
1.531904,-0.000005
1.532416,0.000000
1.532928,0.000000
1.533440,-0.000005
1.533952,-0.000010
1.534464,-0.000010
1.534976,-0.000010
1.535488,0.000000
1.536000,0.000000
1.536512,0.000000
1.537024,0.000000
1.537536,-0.000005
1.538048,-0.000015
1.538560,-0.000010
1.539072,-0.000005
1.539584,0.000000
1.540096,0.000000
1.540608,-0.000005
1.541120,-0.000005
1.541632,-0.000010
1.542144,-0.000005
1.542656,-0.000005
1.543168,0.000000
1.543680,0.000005
1.544192,0.000005
1.544704,0.000000
1.545216,0.000000
1.545728,0.000000
1.546240,0.000000
1.546752,0.000000
1.547264,0.000005
1.547776,0.000010
1.548288,0.000010
1.548800,0.000005
1.549312,0.000005
1.549824,0.000005
1.550336,0.000005
1.550848,0.000005
1.551360,0.000005
1.551872,0.000005
1.552384,0.000010
1.552896,0.000010
1.553408,0.000010
1.553920,0.000010
1.554432,0.000005
1.554944,0.000005
1.555456,0.000000
1.555968,0.000000
1.556480,0.000005
1.556992,0.000010
1.557504,0.000010
1.558016,0.000005
1.558528,0.000000
1.559040,0.000000
1.559552,0.000000
1.560064,0.000000
1.560576,0.000005
1.561088,0.000005
1.561600,0.000005
1.562112,0.000000
1.562624,-0.000005
1.563136,-0.000005
1.563648,0.000000
1.564160,0.000000
1.564672,0.000000
1.565184,-0.000005
1.565696,-0.000005
1.566208,-0.000010
1.566720,-0.000010
1.567232,-0.000010
1.567744,-0.000005
1.568256,0.000005
1.568768,0.000005
1.569280,0.000000
1.569792,-0.000015
1.570304,-0.000015
1.570816,-0.000015
1.571328,0.000000
1.571840,0.000000
1.572352,0.000005
1.572864,-0.000005
1.573376,-0.000010
1.573888,-0.000010
1.574400,-0.000005
1.574912,0.000005
1.575424,0.000005
1.575936,0.000000
1.576448,0.000000
1.576960,0.000000
1.577472,-0.000005
1.577984,-0.000005
1.578496,0.000000
1.579008,0.000005
1.579520,0.000010
1.580032,0.000010
1.580544,0.000000
1.581056,-0.000005
1.581568,-0.000005
1.582080,0.000005
1.582592,0.000010
1.583104,0.000010
1.583616,0.000010
1.584128,0.000005
1.584640,0.000005
1.585152,0.000000
1.585664,0.000000
1.586176,0.000000
1.586688,0.000005
1.587200,0.000005
1.587712,0.000005
1.588224,0.000005
1.588736,0.000000
1.589248,0.000000
1.589760,0.000000
1.590272,0.000000
1.590784,0.000000
1.591296,0.000005
1.591808,0.000005
1.592320,0.000005
1.592832,-0.000005
1.593344,-0.000005
1.593856,-0.000005
1.594368,-0.000005
1.594880,0.000000
1.595392,0.000000
1.595904,0.000000
1.596416,-0.000005
1.596928,-0.000005
1.597440,0.000000
1.597952,0.000000
1.598464,0.000000
1.598976,-0.000005
1.599488,-0.000005
1.600000,-0.000005
1.600512,-0.000010
1.601024,-0.000005
1.601536,0.000000
1.602048,0.000000
1.602560,-0.000005
1.603072,-0.000005
1.603584,-0.000005
1.604096,0.000000
1.604608,0.000000
1.605120,0.000005
1.605632,0.000005
1.606144,0.000000
1.606656,0.000000
1.607168,0.000000
1.607680,0.000000
1.608192,-0.000005
1.608704,-0.000005
1.609216,0.000000
1.609728,-0.000005
1.610240,-0.000005
1.610752,0.000000
1.611264,0.000000
1.611776,0.000000
1.612288,0.000000
1.612800,0.000000
1.613312,-0.000005
1.613824,-0.000005
1.614336,-0.000005
1.614848,0.000005
1.615360,0.000010
1.615872,0.000005
1.616384,0.000005
1.616896,0.000000
1.617408,-0.000005
1.617920,-0.000005
1.618432,0.000000
1.618944,0.000010
1.619456,0.000010
1.619968,0.000005
1.620480,0.000000
1.620992,0.000000
1.621504,0.000000
1.622016,0.000000
1.622528,0.000000
1.623040,0.000000
1.623552,0.000000
1.624064,0.000000
1.624576,0.000000
1.625088,0.000000
1.625600,0.000000
1.626112,0.000000
1.626624,0.000000
1.627136,-0.000005
1.627648,-0.000005
1.628160,-0.000010
1.628672,-0.000005
1.629184,0.000000
1.629696,0.000005
1.630208,0.000005
1.630720,0.000005
1.631232,-0.000005
1.631744,-0.000005
1.632256,0.000000
1.632768,0.000000
1.633280,0.000000
1.633792,0.000000
1.634304,0.000000
1.634816,0.000000
1.635328,0.000000
1.635840,-0.000005
1.636352,-0.000005
1.636864,0.000000
1.637376,0.000000
1.637888,0.000005
1.638400,0.000000
1.638912,0.000000
1.639424,-0.000010
1.639936,-0.000005
1.640448,0.000000
1.640960,0.000005
1.641472,0.000005
1.641984,0.000000
1.642496,-0.000005
1.643008,-0.000005
1.643520,-0.000005
1.644032,-0.000005
1.644544,0.000000
1.645056,0.000010
1.645568,0.000010
1.646080,0.000005
1.646592,0.000000
1.647104,-0.000005
1.647616,-0.000005
1.648128,-0.000005
1.648640,0.000005
1.649152,0.000005
1.649664,0.000005
1.650176,0.000000
1.650688,0.000000
1.651200,-0.000005
1.651712,-0.000005
1.652224,0.000000
1.652736,0.000005
1.653248,0.000005
1.653760,0.000005
1.654272,0.000005
1.654784,0.000005
1.655296,0.000000
1.655808,0.000000
1.656320,0.000000
1.656832,0.000005
1.657344,0.000005
1.657856,0.000005
1.658368,0.000005
1.658880,0.000000
1.659392,-0.000005
1.659904,-0.000005
1.660416,0.000000
1.660928,0.000005
1.661440,0.000005
1.661952,0.000005
1.662464,0.000000
1.662976,-0.000005
1.663488,-0.000005
1.664000,-0.000005
1.664512,0.000000
1.665024,0.000005
1.665536,0.000005
1.666048,0.000000
1.666560,-0.000005
1.667072,-0.000005
1.667584,-0.000005
1.668096,0.000000
1.668608,0.000000
1.669120,0.000005
1.669632,0.000005
1.670144,0.000000
1.670656,-0.000005
1.671168,-0.000005
1.671680,-0.000005
1.672192,-0.000005
1.672704,0.000000
1.673216,0.000005
1.673728,0.000005
1.674240,0.000000
1.674752,-0.000005
1.675264,-0.000010
1.675776,-0.000010
1.676288,0.000005
1.676800,0.000010
1.677312,0.000010
1.677824,0.000005
1.678336,-0.000005
1.678848,-0.000010
1.679360,-0.000015
1.679872,-0.000005
1.680384,-0.000005
1.680896,0.000000
1.681408,0.000000
1.681920,0.000000
1.682432,-0.000005
1.682944,-0.000005
1.683456,-0.000005
1.683968,-0.000005
1.684480,-0.000005
1.684992,0.000000
1.685504,0.000005
1.686016,0.000005
1.686528,0.000005
1.687040,0.000000
1.687552,-0.000005
1.688064,-0.000005
1.688576,-0.000005
1.689088,-0.000005
1.689600,0.000005
1.690112,0.000005
1.690624,-0.000010
1.691136,-0.000010
1.691648,-0.000010
1.692160,-0.000010
1.692672,-0.000005
1.693184,0.000000
1.693696,0.000005
1.694208,0.000005
1.694720,0.000005
1.695232,-0.000005
1.695744,-0.000010
1.696256,-0.000005
1.696768,0.000000
1.697280,0.000005
1.697792,0.000005
1.698304,0.000005
1.698816,0.000005
1.699328,0.000000
1.699840,0.000005
1.700352,0.000005
1.700864,0.000005
1.701376,0.000005
1.701888,0.000000
1.702400,0.000000
1.702912,0.000000
1.703424,0.000000
1.703936,0.000000
1.704448,0.000000
1.704960,-0.000010
1.705472,-0.000005
1.705984,0.000000
1.706496,0.000000
1.707008,0.000005
1.707520,0.000005
1.708032,0.000005
1.708544,0.000000
1.709056,0.000000
1.709568,0.000000
1.710080,0.000000
1.710592,0.000005
1.711104,0.000005
1.711616,0.000005
1.712128,-0.000005
1.712640,-0.000005
1.713152,-0.000005
1.713664,0.000005
1.714176,0.000005
1.714688,0.000005
1.715200,0.000005
1.715712,0.000000
1.716224,0.000000
1.716736,0.000000
1.717248,0.000000
1.717760,0.000005
1.718272,0.000010
1.718784,0.000010
1.719296,0.000005
1.719808,0.000005
1.720320,0.000000
1.720832,0.000000
1.721344,0.000005
1.721856,0.000010
1.722368,0.000005
1.722880,0.000005
1.723392,0.000000
1.723904,0.000000
1.724416,0.000000
1.724928,0.000000
1.725440,0.000005
1.725952,0.000005
1.726464,0.000000
1.726976,0.000000
1.727488,0.000005
1.728000,0.000005
1.728512,0.000005
1.729024,0.000005
1.729536,0.000005
1.730048,0.000005
1.730560,0.000005
1.731072,0.000005
1.731584,0.000000
1.732096,0.000000
1.732608,0.000000
1.733120,0.000000
1.733632,0.000005
1.734144,0.000000
1.734656,-0.000005
1.735168,-0.000005
1.735680,0.000000
1.736192,0.000005
1.736704,0.000005
1.737216,0.000000
1.737728,0.000000
1.738240,0.000000
1.738752,0.000000
1.739264,0.000000
1.739776,0.000000
1.740288,0.000005
1.740800,0.000005
1.741312,0.000005
1.741824,0.000000
1.742336,0.000000
1.742848,0.000000
1.743360,0.000000
1.743872,0.000000
1.744384,0.000000
1.744896,0.000005
1.745408,0.000005
1.745920,0.000000
1.746432,0.000000
1.746944,0.000000
1.747456,-0.000005
1.747968,-0.000005
1.748480,-0.000010
1.748992,-0.000005
1.749504,-0.000005
1.750016,-0.000005
1.750528,-0.000005
1.751040,-0.000005
1.751552,-0.000005
1.752064,-0.000005
1.752576,-0.000005
1.753088,-0.000005
1.753600,-0.000010
1.754112,-0.000010
1.754624,-0.000005
1.755136,-0.000005
1.755648,0.000000
1.756160,0.000005
1.756672,0.000000
1.757184,-0.000005
1.757696,-0.000005
1.758208,-0.000005
1.758720,0.000000
1.759232,0.000000
1.759744,-0.000005
1.760256,-0.000005
1.760768,-0.000005
1.761280,-0.000005
1.761792,0.000000
1.762304,0.000000
1.762816,0.000000
1.763328,0.000000
1.763840,-0.000010
1.764352,-0.000010
1.764864,-0.000005
1.765376,0.000000
1.765888,0.000005
1.766400,0.000005
1.766912,-0.000005
1.767424,-0.000005
1.767936,-0.000005
1.768448,-0.000005
1.768960,-0.000005
1.769472,0.000000
1.769984,0.000000
1.770496,0.000005
1.771008,0.000000
1.771520,-0.000015
1.772032,-0.000010
1.772544,-0.000010
1.773056,-0.000005
1.773568,-0.000005
1.774080,0.000000
1.774592,-0.000005
1.775104,-0.000005
1.775616,-0.000005
1.776128,-0.000005
1.776640,0.000005
1.777152,0.000005
1.777664,0.000005
1.778176,0.000000
1.778688,-0.000005
1.779200,-0.000010
1.779712,-0.000005
1.780224,-0.000005
1.780736,0.000000
1.781248,-0.000010
1.781760,-0.000010
1.782272,-0.000010
1.782784,-0.000005
1.783296,0.000000
1.783808,0.000005
1.784320,0.000005
1.784832,0.000000
1.785344,0.000000
1.785856,0.000000
1.786368,0.000000
1.786880,0.000000
1.787392,-0.000005
1.787904,-0.000005
1.788416,-0.000005
1.788928,0.000000
1.789440,0.000005
1.789952,0.000005
1.790464,0.000005
1.790976,-0.000005
1.791488,-0.000005
1.792000,-0.000010
1.792512,-0.000005
1.793024,0.000000
1.793536,0.000000
1.794048,0.000000
1.794560,0.000000
1.795072,0.000000
1.795584,0.000000
1.796096,-0.000005
1.796608,-0.000005
1.797120,0.000000
1.797632,0.000005
1.798144,0.000005
1.798656,0.000005
1.799168,0.000005
1.799680,0.000005
1.800192,0.000000
1.800704,0.000000
1.801216,0.000000
1.801728,0.000005
1.802240,0.000005
1.802752,0.000005
1.803264,0.000000
1.803776,-0.000005
1.804288,-0.000005
1.804800,0.000000
1.805312,0.000005
1.805824,0.000015
1.806336,0.000015
1.806848,0.000000
1.807360,0.000000
1.807872,0.000000
1.808384,0.000000
1.808896,-0.000005
1.809408,-0.000005
1.809920,0.000000
1.810432,0.000005
1.810944,0.000005
1.811456,0.000000
1.811968,-0.000005
1.812480,-0.000005
1.812992,0.000000
1.813504,0.000000
1.814016,0.000000
1.814528,0.000000
1.815040,0.000000
1.815552,0.000000
1.816064,0.000000
1.816576,0.000000
1.817088,0.000000
1.817600,0.000000
1.818112,0.000000
1.818624,0.000000
1.819136,-0.000005
1.819648,-0.000010
1.820160,-0.000010
1.820672,-0.000010
1.821184,-0.000005
1.821696,0.000005
1.822208,0.000005
1.822720,0.000005
1.823232,0.000000
1.823744,-0.000005
1.824256,-0.000005
1.824768,0.000005
1.825280,0.000005
1.825792,0.000005
1.826304,0.000005
1.826816,0.000005
1.827328,0.000000
1.827840,0.000000
1.828352,0.000000
1.828864,0.000005
1.829376,0.000005
1.829888,0.000005
1.830400,0.000005
1.830912,0.000005
1.831424,0.000005
1.831936,0.000005
1.832448,0.000005
1.832960,0.000005
1.833472,0.000005
1.833984,0.000005
1.834496,0.000000
1.835008,0.000000
1.835520,0.000000
1.836032,0.000000
1.836544,0.000005
1.837056,0.000005
1.837568,0.000005
1.838080,0.000005
1.838592,0.000005
1.839104,0.000005
1.839616,0.000005
1.840128,0.000005
1.840640,0.000010
1.841152,0.000005
1.841664,0.000000
1.842176,-0.000005
1.842688,0.000000
1.843200,0.000000
1.843712,0.000000
1.844224,0.000000
1.844736,0.000000
1.845248,-0.000005
1.845760,-0.000005
1.846272,-0.000005
1.846784,0.000000
1.847296,0.000000
1.847808,0.000000
1.848320,-0.000005
1.848832,-0.000010
1.849344,-0.000010
1.849856,-0.000005
1.850368,0.000000
1.850880,0.000000
1.851392,0.000000
1.851904,0.000000
1.852416,0.000000
1.852928,-0.000010
1.853440,-0.000010
1.853952,-0.000005
1.854464,0.000000
1.854976,0.000000
1.855488,-0.000005
1.856000,-0.000005
1.856512,-0.000005
1.857024,0.000000
1.857536,0.000000
1.858048,0.000000
1.858560,0.000000
1.859072,-0.000005
1.859584,-0.000005
1.860096,0.000000
1.860608,0.000000
1.861120,0.000005
1.861632,0.000005
1.862144,0.000005
1.862656,0.000005
1.863168,0.000000
1.863680,0.000000
1.864192,0.000005
1.864704,0.000005
1.865216,0.000005
1.865728,0.000000
1.866240,-0.000005
1.866752,-0.000005
1.867264,0.000000
1.867776,0.000005
1.868288,0.000005
1.868800,0.000000
1.869312,0.000000
1.869824,0.000000
1.870336,0.000000
1.870848,0.000000
1.871360,0.000000
1.871872,0.000000
1.872384,0.000000
1.872896,0.000000
1.873408,0.000000
1.873920,-0.000005
1.874432,0.000000
1.874944,0.000000
1.875456,0.000000
1.875968,0.000000
1.876480,-0.000005
1.876992,-0.000005
1.877504,-0.000005
1.878016,-0.000005
1.878528,-0.000005
1.879040,0.000005
1.879552,0.000005
1.880064,0.000000
1.880576,-0.000005
1.881088,-0.000005
1.881600,-0.000005
1.882112,0.000000
1.882624,0.000005
1.883136,0.000005
1.883648,0.000000
1.884160,0.000000
1.884672,-0.000005
1.885184,-0.000005
1.885696,0.000005
1.886208,0.000005
1.886720,0.000005
1.887232,0.000005
1.887744,0.000005
1.888256,-0.000005
1.888768,-0.000010
1.889280,-0.000005
1.889792,-0.000005
1.890304,-0.000005
1.890816,0.000000
1.891328,0.000000
1.891840,0.000000
1.892352,-0.000010
1.892864,-0.000010
1.893376,-0.000010
1.893888,-0.000010
1.894400,-0.000005
1.894912,0.000000
1.895424,0.000000
1.895936,0.000000
1.896448,-0.000005
1.896960,-0.000010
1.897472,-0.000010
1.897984,-0.000010
1.898496,0.000000
1.899008,0.000000
1.899520,0.000000
1.900032,-0.000005
1.900544,-0.000005
1.901056,-0.000005
1.901568,-0.000005
1.902080,0.000000
1.902592,0.000000
1.903104,0.000000
1.903616,0.000005
1.904128,0.000000
1.904640,-0.000010
1.905152,-0.000010
1.905664,-0.000005
1.906176,-0.000005
1.906688,0.000005
1.907200,0.000005
1.907712,0.000005
1.908224,-0.000005
1.908736,-0.000005
1.909248,-0.000005
1.909760,-0.000005
1.910272,0.000005
1.910784,0.000005
1.911296,0.000010
1.911808,0.000005
1.912320,0.000000
1.912832,0.000000
1.913344,-0.000005
1.913856,0.000005
1.914368,0.000010
1.914880,0.000010
1.915392,0.000000
1.915904,0.000000
1.916416,0.000000
1.916928,0.000000
1.917440,0.000000
1.917952,0.000000
1.918464,0.000000
1.918976,-0.000005
1.919488,-0.000005
1.920000,0.000000
1.920512,0.000005
1.921024,0.000005
1.921536,0.000000
1.922048,0.000000
1.922560,0.000000
1.923072,0.000000
1.923584,-0.000005
1.924096,-0.000005
1.924608,-0.000005
1.925120,-0.000005
1.925632,-0.000005
1.926144,0.000010
1.926656,0.000010
1.927168,0.000005
1.927680,0.000000
1.928192,-0.000005
1.928704,-0.000005
1.929216,-0.000005
1.929728,0.000000
1.930240,0.000000
1.930752,0.000000
1.931264,-0.000005
1.931776,-0.000010
1.932288,-0.000010
1.932800,0.000000
1.933312,0.000005
1.933824,0.000000
1.934336,0.000000
1.934848,0.000000
1.935360,0.000000
1.935872,0.000000
1.936384,0.000000
1.936896,-0.000005
1.937408,0.000000
1.937920,0.000000
1.938432,0.000000
1.938944,0.000000
1.939456,0.000000
1.939968,0.000000
1.940480,0.000000
1.940992,-0.000005
1.941504,-0.000005
1.942016,0.000000
1.942528,0.000005
1.943040,0.000005
1.943552,0.000005
1.944064,0.000000
1.944576,0.000000
1.945088,0.000000
1.945600,0.000005
1.946112,0.000005
1.946624,0.000010
1.947136,0.000010
1.947648,0.000005
1.948160,0.000005
1.948672,0.000005
1.949184,0.000005
1.949696,0.000005
1.950208,0.000005
1.950720,0.000005
1.951232,0.000005
1.951744,0.000000
1.952256,0.000000
1.952768,-0.000005
1.953280,0.000005
1.953792,0.000005
1.954304,0.000010
1.954816,0.000005
1.955328,0.000005
1.955840,0.000005
1.956352,0.000005
1.956864,0.000000
1.957376,0.000000
1.957888,0.000000
1.958400,0.000005
1.958912,0.000005
1.959424,0.000000
1.959936,0.000000
1.960448,0.000000
1.960960,0.000000
1.961472,0.000000
1.961984,0.000000
1.962496,0.000000
1.963008,0.000000
1.963520,0.000000
1.964032,0.000000
1.964544,0.000000
1.965056,0.000000
1.965568,-0.000005
1.966080,-0.000005
1.966592,0.000000
1.967104,0.000000
1.967616,0.000005
1.968128,0.000000
1.968640,-0.000005
1.969152,-0.000010
1.969664,-0.000010
1.970176,-0.000005
1.970688,-0.000005
1.971200,0.000000
1.971712,0.000000
1.972224,0.000000
1.972736,-0.000005
1.973248,-0.000005
1.973760,-0.000005
1.974272,0.000000
1.974784,0.000000
1.975296,0.000000
1.975808,0.000000
1.976320,-0.000005
1.976832,-0.000010
1.977344,-0.000005
1.977856,-0.000005
1.978368,0.000005
1.978880,0.000005
1.979392,0.000005
1.979904,-0.000005
1.980416,-0.000005
1.980928,0.000000
1.981440,0.000000
1.981952,0.000005
1.982464,0.000005
1.982976,0.000005
1.983488,0.000005
1.984000,0.000000
1.984512,0.000000
1.985024,0.000000
1.985536,0.000000
1.986048,0.000000
1.986560,0.000005
1.987072,0.000000
1.987584,0.000000
1.988096,0.000005
1.988608,0.000005
1.989120,0.000005
1.989632,0.000000
1.990144,0.000000
1.990656,0.000000
1.991168,0.000005
1.991680,0.000005
1.992192,0.000005
1.992704,0.000000
1.993216,-0.000005
1.993728,-0.000005
1.994240,-0.000005
1.994752,0.000000
1.995264,0.000005
1.995776,0.000005
1.996288,0.000000
1.996800,0.000000
1.997312,0.000000
1.997824,0.000000
1.998336,0.000000
1.998848,0.000000
1.999360,0.000000
1.999872,-0.000005
2.000384,-0.000005
2.000896,-0.000005
2.001408,-0.000005
2.001920,0.000005
2.002432,0.000005
2.002944,0.000005
2.003456,0.000000
2.003968,-0.000005
2.004480,-0.000005
2.004992,-0.000005
2.005504,0.000000
2.006016,0.000000
2.006528,0.000000
2.007040,-0.000005
2.007552,-0.000010
2.008064,-0.000010
2.008576,-0.000010
2.009088,0.000000
2.009600,0.000000
2.010112,0.000000
2.010624,0.000000
2.011136,-0.000005
2.011648,-0.000010
2.012160,-0.000010
2.012672,-0.000005
2.013184,0.000000
2.013696,0.000000
2.014208,0.000000
2.014720,-0.000005
2.015232,-0.000005
2.015744,-0.000005
2.016256,0.000000
2.016768,0.000005
2.017280,0.000005
2.017792,0.000005
2.018304,-0.000005
2.018816,-0.000005
2.019328,-0.000005
2.019840,0.000000
2.020352,0.000005
2.020864,0.000005
2.021376,0.000005
2.021888,0.000005
2.022400,0.000000
2.022912,-0.000005
2.023424,0.000005
2.023936,0.000005
2.024448,0.000010
2.024960,0.000010
2.025472,0.000000
2.025984,-0.000005
2.026496,-0.000005
2.027008,0.000000
2.027520,0.000005
2.028032,0.000010
2.028544,0.000010
2.029056,0.000005
2.029568,0.000005
2.030080,0.000000
2.030592,-0.000005
2.031104,-0.000005
2.031616,0.000000
2.032128,0.000000
2.032640,0.000000
2.033152,0.000000
2.033664,-0.000005
2.034176,-0.000005
2.034688,-0.000005
2.035200,0.000005
2.035712,0.000005
2.036224,0.000005
2.036736,0.000000
2.037248,-0.000005
2.037760,-0.000005
2.038272,-0.000005
2.038784,-0.000005
2.039296,0.000000
2.039808,0.000000
2.040320,0.000000
2.040832,-0.000005
2.041344,-0.000015
2.041856,-0.000015
2.042368,-0.000015
2.042880,-0.000005
2.043392,-0.000005
2.043904,0.000000
2.044416,0.000000
2.044928,-0.000010
2.045440,-0.000010
2.045952,-0.000010
2.046464,0.000000
2.046976,0.000000
2.047488,0.000000
2.048000,0.000000
2.048512,-0.000005
2.049024,-0.000010
2.049536,-0.000005
2.050048,-0.000005
2.050560,0.000000
2.051072,0.000000
2.051584,0.000000
2.052096,-0.000005
2.052608,-0.000010
2.053120,-0.000010
2.053632,-0.000005
2.054144,0.000000
2.054656,0.000000
2.055168,0.000000
2.055680,0.000005
2.056192,0.000000
2.056704,0.000000
2.057216,-0.000005
2.057728,-0.000005
2.058240,0.000005
2.058752,0.000005
2.059264,0.000005
2.059776,0.000005
2.060288,-0.000005
2.060800,-0.000005
2.061312,-0.000005
2.061824,0.000005
